location,tournament,match_date,series,court,surface,round,best_of,winner,loser,wrank,lrank,wpts,lpts,w1,l1,w2,l2,w3,l3,w4,l4,w5,l5,tourney_id
Chennai,Chennai Open,2016-01-05,ATP250,Outdoor,Hard,1st Round,3,Bedene A.,Pospisil V.,45.0,39.0,939.0,1075.0,7,5,7,6,0,0,0,0,0,0,2016-002
Chennai,Chennai Open,2016-01-06,ATP250,Outdoor,Hard,2nd Round,3,Coric B.,Krajicek A.,44.0,104.0,941.0,559.0,6,2,7,5,0,0,0,0,0,0,2016-002
Chennai,Chennai Open,2016-01-06,ATP250,Outdoor,Hard,2nd Round,3,Garcia-Lopez G.,Pavic A.,27.0,449.0,1430.0,90.0,7,6,6,1,0,0,0,0,0,0,2016-002
Chennai,Chennai Open,2016-01-06,ATP250,Outdoor,Hard,2nd Round,3,Wawrinka S.,Rublev A.,4.0,185.0,6865.0,270.0,6,3,6,2,0,0,0,0,0,0,2016-002
Chennai,Chennai Open,2016-01-06,ATP250,Outdoor,Hard,2nd Round,3,Bautista R.,Millman J.,25.0,92.0,1480.0,611.0,6,4,6,1,0,0,0,0,0,0,2016-002
Chennai,Chennai Open,2016-01-07,ATP250,Outdoor,Hard,2nd Round,3,Fabbiano T.,Muller G.,157.0,38.0,362.0,1105.0,6,4,7,5,0,0,0,0,0,0,2016-002
Chennai,Chennai Open,2016-01-07,ATP250,Outdoor,Hard,2nd Round,3,Paire B.,Rosol L.,19.0,55.0,1633.0,797.0,7,5,7,5,0,0,0,0,0,0,2016-002
Chennai,Chennai Open,2016-01-07,ATP250,Outdoor,Hard,2nd Round,3,Bedene A.,Vanni L.,45.0,106.0,939.0,552.0,5,7,6,3,6,4,0,0,0,0,2016-002
Chennai,Chennai Open,2016-01-07,ATP250,Outdoor,Hard,2nd Round,3,Ramanathan R.,Kudryavtsev A.,248.0,164.0,209.0,321.0,3,6,6,4,6,4,0,0,0,0,2016-002
Chennai,Chennai Open,2016-01-08,ATP250,Outdoor,Hard,Quarterfinals,3,Paire B.,Fabbiano T.,19.0,157.0,1633.0,362.0,6,4,7,5,0,0,0,0,0,0,2016-002
Chennai,Chennai Open,2016-01-08,ATP250,Outdoor,Hard,Quarterfinals,3,Wawrinka S.,Garcia-Lopez G.,4.0,27.0,6865.0,1430.0,6,4,6,4,0,0,0,0,0,0,2016-002
Chennai,Chennai Open,2016-01-08,ATP250,Outdoor,Hard,Quarterfinals,3,Bedene A.,Ramanathan R.,45.0,248.0,939.0,209.0,6,7,6,4,6,3,0,0,0,0,2016-002
Chennai,Chennai Open,2016-01-08,ATP250,Outdoor,Hard,Quarterfinals,3,Coric B.,Bautista R.,44.0,25.0,941.0,1480.0,3,6,6,4,7,6,0,0,0,0,2016-002
Chennai,Chennai Open,2016-01-09,ATP250,Outdoor,Hard,Semifinals,3,Wawrinka S.,Paire B.,4.0,19.0,6865.0,1633.0,6,3,6,4,0,0,0,0,0,0,2016-002
Chennai,Chennai Open,2016-01-09,ATP250,Outdoor,Hard,Semifinals,3,Coric B.,Bedene A.,44.0,45.0,941.0,939.0,7,6,6,7,6,3,0,0,0,0,2016-002
Chennai,Chennai Open,2016-01-10,ATP250,Outdoor,Hard,The Final,3,Wawrinka S.,Coric B.,4.0,44.0,6865.0,941.0,6,3,7,5,0,0,0,0,0,0,2016-002
Doha,Qatar Exxon Mobil Open,2016-01-04,ATP250,Outdoor,Hard,1st Round,3,Dzumhur D.,Cecchinato M.,82.0,90.0,649.0,618.0,6,4,6,2,0,0,0,0,0,0,2016-003
Doha,Qatar Exxon Mobil Open,2016-01-04,ATP250,Outdoor,Hard,1st Round,3,Chardy J.,Zayid M. S.,31.0,1512.0,1255.0,3.0,6,1,6,1,0,0,0,0,0,0,2016-003
Doha,Qatar Exxon Mobil Open,2016-01-04,ATP250,Outdoor,Hard,1st Round,3,Edmund K.,Klizan M.,102.0,43.0,568.0,980.0,6,2,6,3,0,0,0,0,0,0,2016-003
Doha,Qatar Exxon Mobil Open,2016-01-04,ATP250,Outdoor,Hard,1st Round,3,Djokovic N.,Brown D.,1.0,118.0,16585.0,493.0,6,2,6,2,0,0,0,0,0,0,2016-003
Doha,Qatar Exxon Mobil Open,2016-01-04,ATP250,Outdoor,Hard,1st Round,3,Haase R.,Karatsev A.,66.0,195.0,740.0,254.0,5,7,6,1,7,5,0,0,0,0,2016-003
Doha,Qatar Exxon Mobil Open,2016-01-04,ATP250,Outdoor,Hard,1st Round,3,Munoz-De La Nava D.,Lopez F.,75.0,17.0,681.0,1690.0,3,6,7,6,7,5,0,0,0,0,2016-003
Doha,Qatar Exxon Mobil Open,2016-01-04,ATP250,Outdoor,Hard,1st Round,3,Kuznetsov An.,Ilhan M.,79.0,114.0,663.0,520.0,6,2,6,4,0,0,0,0,0,0,2016-003
Doha,Qatar Exxon Mobil Open,2016-01-05,ATP250,Outdoor,Hard,1st Round,3,Andujar P.,Lorenzi P.,64.0,68.0,770.0,725.0,6,4,0,6,6,4,0,0,0,0,2016-003
Doha,Qatar Exxon Mobil Open,2016-01-05,ATP250,Outdoor,Hard,1st Round,3,Berdych T.,Stakhovsky S.,6.0,62.0,4620.0,780.0,7,5,6,4,0,0,0,0,0,0,2016-003
Doha,Qatar Exxon Mobil Open,2016-01-05,ATP250,Outdoor,Hard,1st Round,3,Gabashvili T.,Bolelli S.,50.0,58.0,863.0,790.0,4,6,6,4,6,1,0,0,0,0,2016-003
Doha,Qatar Exxon Mobil Open,2016-01-05,ATP250,Outdoor,Hard,1st Round,3,Mathieu P.H.,Ramos-Vinolas A.,95.0,54.0,604.0,798.0,6,3,4,6,7,6,0,0,0,0,2016-003
Doha,Qatar Exxon Mobil Open,2016-01-05,ATP250,Outdoor,Hard,1st Round,3,Marchenko I.,Ferrer D.,94.0,7.0,605.0,4305.0,6,7,6,3,6,2,0,0,0,0,2016-003
Doha,Qatar Exxon Mobil Open,2016-01-05,ATP250,Outdoor,Hard,1st Round,3,Mayer L.,Becker B.,35.0,97.0,1150.0,591.0,6,1,6,2,0,0,0,0,0,0,2016-003
Doha,Qatar Exxon Mobil Open,2016-01-05,ATP250,Outdoor,Hard,1st Round,3,Berankis R.,Seppi A.,85.0,29.0,641.0,1360.0,3,6,6,1,6,4,0,0,0,0,2016-003
Doha,Qatar Exxon Mobil Open,2016-01-05,ATP250,Outdoor,Hard,1st Round,3,Nadal R.,Carreno-Busta P.,5.0,67.0,5230.0,734.0,6,7,6,3,6,1,0,0,0,0,2016-003
Doha,Qatar Exxon Mobil Open,2016-01-05,ATP250,Outdoor,Hard,1st Round,3,Verdasco F.,Jaziri M.,49.0,103.0,900.0,566.0,7,6,7,6,0,0,0,0,0,0,2016-003
Doha,Qatar Exxon Mobil Open,2016-01-06,ATP250,Outdoor,Hard,2nd Round,3,Chardy J.,Mathieu P.H.,31.0,95.0,1255.0,604.0,6,2,6,4,0,0,0,0,0,0,2016-003
Doha,Qatar Exxon Mobil Open,2016-01-06,ATP250,Outdoor,Hard,2nd Round,3,Mayer L.,Andujar P.,35.0,64.0,1150.0,770.0,6,2,6,4,0,0,0,0,0,0,2016-003
Doha,Qatar Exxon Mobil Open,2016-01-06,ATP250,Outdoor,Hard,2nd Round,3,Marchenko I.,Gabashvili T.,94.0,50.0,605.0,863.0,6,4,6,2,0,0,0,0,0,0,2016-003
Doha,Qatar Exxon Mobil Open,2016-01-06,ATP250,Outdoor,Hard,2nd Round,3,Djokovic N.,Verdasco F.,1.0,49.0,16585.0,900.0,6,2,6,2,0,0,0,0,0,0,2016-003
Doha,Qatar Exxon Mobil Open,2016-01-06,ATP250,Outdoor,Hard,2nd Round,3,Kuznetsov An.,Berankis R.,79.0,85.0,663.0,641.0,7,6,6,1,0,0,0,0,0,0,2016-003
Doha,Qatar Exxon Mobil Open,2016-01-06,ATP250,Outdoor,Hard,2nd Round,3,Nadal R.,Haase R.,5.0,66.0,5230.0,740.0,6,3,6,2,0,0,0,0,0,0,2016-003
Doha,Qatar Exxon Mobil Open,2016-01-06,ATP250,Outdoor,Hard,2nd Round,3,Edmund K.,Munoz-De La Nava D.,102.0,75.0,568.0,681.0,5,7,6,3,7,6,0,0,0,0,2016-003
Doha,Qatar Exxon Mobil Open,2016-01-06,ATP250,Outdoor,Hard,2nd Round,3,Berdych T.,Dzumhur D.,6.0,82.0,4620.0,649.0,6,0,6,4,0,0,0,0,0,0,2016-003
Doha,Qatar Exxon Mobil Open,2016-01-07,ATP250,Outdoor,Hard,Quarterfinals,3,Marchenko I.,Chardy J.,94.0,31.0,605.0,1255.0,6,3,7,6,0,0,0,0,0,0,2016-003
Doha,Qatar Exxon Mobil Open,2016-01-07,ATP250,Outdoor,Hard,Quarterfinals,3,Nadal R.,Kuznetsov An.,5.0,79.0,5230.0,663.0,6,3,5,7,6,4,0,0,0,0,2016-003
Doha,Qatar Exxon Mobil Open,2016-01-07,ATP250,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Mayer L.,1.0,35.0,16585.0,1150.0,6,3,7,5,0,0,0,0,0,0,2016-003
Doha,Qatar Exxon Mobil Open,2016-01-07,ATP250,Outdoor,Hard,Quarterfinals,3,Berdych T.,Edmund K.,6.0,102.0,4620.0,568.0,6,3,6,2,0,0,0,0,0,0,2016-003
Doha,Qatar Exxon Mobil Open,2016-01-08,ATP250,Outdoor,Hard,Semifinals,3,Nadal R.,Marchenko I.,5.0,94.0,5230.0,605.0,6,3,6,4,0,0,0,0,0,0,2016-003
Doha,Qatar Exxon Mobil Open,2016-01-08,ATP250,Outdoor,Hard,Semifinals,3,Djokovic N.,Berdych T.,1.0,6.0,16585.0,4620.0,6,3,7,6,0,0,0,0,0,0,2016-003
Doha,Qatar Exxon Mobil Open,2016-01-09,ATP250,Outdoor,Hard,The Final,3,Djokovic N.,Nadal R.,1.0,5.0,16585.0,5230.0,6,1,6,2,0,0,0,0,0,0,2016-003
Auckland,ASB Classic,2016-01-10,ATP250,Outdoor,Hard,1st Round,3,Haase R.,Andujar P.,64.0,59.0,750.0,790.0,6,4,6,1,0,0,0,0,0,0,2016-004
Auckland,ASB Classic,2016-01-10,ATP250,Outdoor,Hard,1st Round,3,Young D.,Tearney F.,46.0,365.0,907.0,123.0,6,2,6,3,0,0,0,0,0,0,2016-004
Auckland,ASB Classic,2016-01-11,ATP250,Outdoor,Hard,1st Round,3,Barton M.,Johnson S.,299.0,32.0,167.0,1240.0,6,3,3,6,6,3,0,0,0,0,2016-004
Auckland,ASB Classic,2016-01-11,ATP250,Outdoor,Hard,1st Round,3,De Bakker T.,Ramos-Vinolas A.,100.0,55.0,582.0,798.0,6,3,6,4,0,0,0,0,0,0,2016-004
Auckland,ASB Classic,2016-01-11,ATP250,Outdoor,Hard,1st Round,3,Sock J.,Estrella Burgos V.,26.0,56.0,1465.0,797.0,6,0,6,4,0,0,0,0,0,0,2016-004
Auckland,ASB Classic,2016-01-11,ATP250,Outdoor,Hard,1st Round,3,Pospisil V.,Karlovic I.,39.0,23.0,1075.0,1485.0,7,6,7,5,0,0,0,0,0,0,2016-004
Auckland,ASB Classic,2016-01-12,ATP250,Outdoor,Hard,1st Round,3,Kohlschreiber P.,Becker B.,34.0,98.0,1185.0,595.0,7,6,6,3,0,0,0,0,0,0,2016-004
Auckland,ASB Classic,2016-01-12,ATP250,Outdoor,Hard,1st Round,3,Querrey S.,Bedene A.,60.0,49.0,785.0,867.0,6,7,7,6,2,1,0,0,0,0,2016-004
Auckland,ASB Classic,2016-01-12,ATP250,Outdoor,Hard,1st Round,3,Bautista R.,Vesely J.,25.0,42.0,1480.0,1057.0,6,3,7,5,0,0,0,0,0,0,2016-004
Auckland,ASB Classic,2016-01-12,ATP250,Outdoor,Hard,1st Round,3,Fognini F.,Sousa J.,21.0,33.0,1515.0,1191.0,6,4,2,6,7,6,0,0,0,0,2016-004
Auckland,ASB Classic,2016-01-12,ATP250,Outdoor,Hard,1st Round,3,Paire B.,Venus M.,18.0,679.0,1703.0,41.0,6,4,7,6,0,0,0,0,0,0,2016-004
Auckland,ASB Classic,2016-01-12,ATP250,Outdoor,Hard,1st Round,3,Rosol L.,Garcia-Lopez G.,54.0,27.0,802.0,1430.0,7,6,6,4,0,0,0,0,0,0,2016-004
Auckland,ASB Classic,2016-01-12,ATP250,Outdoor,Hard,2nd Round,3,Anderson K.,Haase R.,12.0,64.0,2475.0,750.0,7,6,7,6,0,0,0,0,0,0,2016-004
Auckland,ASB Classic,2016-01-13,ATP250,Outdoor,Hard,2nd Round,3,Bautista R.,Young D.,25.0,46.0,1480.0,907.0,6,4,7,6,0,0,0,0,0,0,2016-004
Auckland,ASB Classic,2016-01-13,ATP250,Outdoor,Hard,2nd Round,3,Ferrer D.,Barton M.,8.0,299.0,4055.0,167.0,6,2,6,4,0,0,0,0,0,0,2016-004
Auckland,ASB Classic,2016-01-13,ATP250,Outdoor,Hard,2nd Round,3,Rosol L.,Paire B.,54.0,18.0,802.0,1703.0,6,4,7,6,0,0,0,0,0,0,2016-004
Auckland,ASB Classic,2016-01-13,ATP250,Outdoor,Hard,2nd Round,3,Sock J.,Pospisil V.,26.0,39.0,1465.0,1075.0,6,2,6,4,0,0,0,0,0,0,2016-004
Auckland,ASB Classic,2016-01-13,ATP250,Outdoor,Hard,2nd Round,3,Fognini F.,De Bakker T.,21.0,100.0,1515.0,582.0,6,1,6,1,0,0,0,0,0,0,2016-004
Auckland,ASB Classic,2016-01-13,ATP250,Outdoor,Hard,2nd Round,3,Isner J.,Querrey S.,11.0,60.0,2495.0,785.0,7,6,6,7,6,4,0,0,0,0,2016-004
Auckland,ASB Classic,2016-01-13,ATP250,Outdoor,Hard,2nd Round,3,Tsonga J.W.,Kohlschreiber P.,10.0,34.0,2635.0,1185.0,6,3,6,4,0,0,0,0,0,0,2016-004
Auckland,ASB Classic,2016-01-13,ATP250,Outdoor,Hard,Quarterfinals,3,Sock J.,Anderson K.,26.0,12.0,1465.0,2475.0,1,6,6,4,6,4,0,0,0,0,2016-004
Auckland,ASB Classic,2016-01-14,ATP250,Outdoor,Hard,Quarterfinals,3,Ferrer D.,Rosol L.,8.0,54.0,4055.0,802.0,6,3,6,4,0,0,0,0,0,0,2016-004
Auckland,ASB Classic,2016-01-14,ATP250,Outdoor,Hard,Quarterfinals,3,Bautista R.,Isner J.,25.0,11.0,1480.0,2495.0,7,5,2,6,6,3,0,0,0,0,2016-004
Auckland,ASB Classic,2016-01-14,ATP250,Outdoor,Hard,Quarterfinals,3,Tsonga J.W.,Fognini F.,10.0,21.0,2635.0,1515.0,7,5,7,6,0,0,0,0,0,0,2016-004
Auckland,ASB Classic,2016-01-15,ATP250,Outdoor,Hard,Semifinals,3,Sock J.,Ferrer D.,26.0,8.0,1465.0,4055.0,3,6,6,1,6,2,0,0,0,0,2016-004
Auckland,ASB Classic,2016-01-15,ATP250,Outdoor,Hard,Semifinals,3,Bautista R.,Tsonga J.W.,25.0,10.0,1480.0,2635.0,3,6,7,6,6,4,0,0,0,0,2016-004
Auckland,ASB Classic,2016-01-16,ATP250,Outdoor,Hard,The Final,3,Bautista R.,Sock J.,25.0,26.0,1480.0,1465.0,6,1,1,0,0,0,0,0,0,0,2016-004
Sydney,Apia International,2016-01-11,ATP250,Outdoor,Hard,1st Round,3,Seppi A.,Istomin D.,29.0,61.0,1270.0,781.0,6,4,4,6,6,2,0,0,0,0,2016-005
Sydney,Apia International,2016-01-11,ATP250,Outdoor,Hard,1st Round,3,Sarkissian A.,Bolelli S.,195.0,58.0,260.0,790.0,6,2,7,6,0,0,0,0,0,0,2016-005
Sydney,Apia International,2016-01-11,ATP250,Outdoor,Hard,1st Round,3,Thompson J.,Klizan M.,149.0,45.0,402.0,955.0,6,2,4,0,0,0,0,0,0,0,2016-005
Sydney,Apia International,2016-01-11,ATP250,Outdoor,Hard,1st Round,3,Cuevas P.,Marterer M.,41.0,265.0,1065.0,203.0,6,4,6,4,0,0,0,0,0,0,2016-005
Sydney,Apia International,2016-01-11,ATP250,Outdoor,Hard,1st Round,3,Robredo T.,Millman J.,43.0,93.0,1000.0,611.0,7,6,6,3,0,0,0,0,0,0,2016-005
Sydney,Apia International,2016-01-12,ATP250,Outdoor,Hard,1st Round,3,Gabashvili T.,Mayer L.,50.0,35.0,863.0,1150.0,6,4,6,3,0,0,0,0,0,0,2016-005
Sydney,Apia International,2016-01-12,ATP250,Outdoor,Hard,1st Round,3,Mahut N.,Mannarino A.,71.0,44.0,710.0,985.0,6,4,7,5,0,0,0,0,0,0,2016-005
Sydney,Apia International,2016-01-12,ATP250,Outdoor,Hard,1st Round,3,Dolgopolov O.,Bellucci T.,36.0,37.0,1135.0,1105.0,6,1,6,4,0,0,0,0,0,0,2016-005
Sydney,Apia International,2016-01-12,ATP250,Outdoor,Hard,1st Round,3,Chardy J.,Kukushkin M.,31.0,63.0,1255.0,762.0,6,2,6,3,0,0,0,0,0,0,2016-005
Sydney,Apia International,2016-01-12,ATP250,Outdoor,Hard,1st Round,3,Muller G.,Coric B.,38.0,40.0,1105.0,1066.0,6,1,6,4,0,0,0,0,0,0,2016-005
Sydney,Apia International,2016-01-12,ATP250,Outdoor,Hard,1st Round,3,Duckworth J.,Cervantes I.,134.0,72.0,447.0,703.0,6,3,6,2,0,0,0,0,0,0,2016-005
Sydney,Apia International,2016-01-12,ATP250,Outdoor,Hard,1st Round,3,Delbonis F.,Groth S.,52.0,66.0,815.0,747.0,7,6,7,6,0,0,0,0,0,0,2016-005
Sydney,Apia International,2016-01-13,ATP250,Outdoor,Hard,2nd Round,3,Dimitrov G.,Cuevas P.,28.0,41.0,1315.0,1065.0,7,6,6,4,0,0,0,0,0,0,2016-005
Sydney,Apia International,2016-01-13,ATP250,Outdoor,Hard,2nd Round,3,Muller G.,Thiem D.,38.0,20.0,1105.0,1645.0,7,6,2,2,0,0,0,0,0,0,2016-005
Sydney,Apia International,2016-01-13,ATP250,Outdoor,Hard,2nd Round,3,Mahut N.,Seppi A.,71.0,29.0,710.0,1270.0,6,3,1,6,6,3,0,0,0,0,2016-005
Sydney,Apia International,2016-01-13,ATP250,Outdoor,Hard,2nd Round,3,Chardy J.,Duckworth J.,31.0,134.0,1255.0,447.0,7,6,6,4,0,0,0,0,0,0,2016-005
Sydney,Apia International,2016-01-13,ATP250,Outdoor,Hard,2nd Round,3,Gabashvili T.,Delbonis F.,50.0,52.0,863.0,815.0,6,3,6,3,0,0,0,0,0,0,2016-005
Sydney,Apia International,2016-01-13,ATP250,Outdoor,Hard,2nd Round,3,Dolgopolov O.,Sarkissian A.,36.0,195.0,1135.0,260.0,7,6,6,2,0,0,0,0,0,0,2016-005
Sydney,Apia International,2016-01-13,ATP250,Outdoor,Hard,2nd Round,3,Troicki V.,Robredo T.,22.0,43.0,1487.0,1000.0,6,1,6,4,0,0,0,0,0,0,2016-005
Sydney,Apia International,2016-01-13,ATP250,Outdoor,Hard,2nd Round,3,Tomic B.,Thompson J.,17.0,149.0,1720.0,402.0,6,2,6,2,0,0,0,0,0,0,2016-005
Sydney,Apia International,2016-01-15,ATP250,Outdoor,Hard,Quarterfinals,3,Muller G.,Chardy J.,38.0,31.0,1105.0,1255.0,7,6,6,3,0,0,0,0,0,0,2016-005
Sydney,Apia International,2016-01-15,ATP250,Outdoor,Hard,Quarterfinals,3,Troicki V.,Mahut N.,22.0,71.0,1487.0,710.0,4,6,6,3,6,3,0,0,0,0,2016-005
Sydney,Apia International,2016-01-15,ATP250,Outdoor,Hard,Quarterfinals,3,Gabashvili T.,Tomic B.,50.0,17.0,863.0,1720.0,6,3,3,0,0,0,0,0,0,0,2016-005
Sydney,Apia International,2016-01-15,ATP250,Outdoor,Hard,Quarterfinals,3,Dimitrov G.,Dolgopolov O.,28.0,36.0,1315.0,1135.0,4,6,6,3,6,4,0,0,0,0,2016-005
Sydney,Apia International,2016-01-15,ATP250,Outdoor,Hard,Semifinals,3,Dimitrov G.,Muller G.,28.0,38.0,1315.0,1105.0,6,2,7,6,0,0,0,0,0,0,2016-005
